ACTBL2|345651,0.018869102,0.022854676,6.7503867e-15,5.0102946e-16,0.0007496636,0.008876109,0.0035514724,2.1110627e-36,0.023281856,0.02212391
ACTC1|70,4.124378e-14,0.003407821,1.5538657e-05,0.0058700163,0.00093850924,0.023763867,0.017623518,0.005770695,0.040723816,0.021526368
ACTG2|72,0.047105536,0.05683394,0.0400566,0.027181791,0.02070428,0.06847793,0.046782732,0.0351844,0.11106205,0.07563041
ACTL8|81569,0.007607877,0.008713878,0.021652821,0.03752304,0.014579312,0.0117345955,0.011870554,0.022460088,0.01358759,0.019156411
ACTN2|88,0.022048987,0.0316478,0.00888489,4.7009063e-18,0.014242116,0.025349773,0.027688544,0.021631975,0.04313179,0.00440953
ACVR1C|130399,0.047240824,0.04635053,0.061404195,0.03899738,0.0029356137,0.041474737,0.038632065,0.066354804,0.034819957,0.06496487
ACY3|91703,0.03530224,0.020027077,0.018906876,0.009598483,0.017191747,0.06191389,0.018045189,0.0075342855,0.02477447,0.036183
ADAD2|161931,0.0153065985,0.011974081,0.02040783,0.031187331,0.01254373,0.027624989,0.020802712,0.019746298,0.0142452475,0.017411903
ADAM11|4185,0.030908542,0.026368331,0.05048448,0.018813623,0.0059037236,0.015397481,0.028027574,0.07287138,0.03336002,0.022792133
ADAM12|8038,0.062307414,0.06344012,0.056044087,0.044036806,0.016531466,0.061544556,0.048335996,0.06537181,0.076353,0.122368395
ADAM19|8728,0.073840074,0.076326735,0.058992192,0.03103408,0.019675082,0.071634226,0.05650041,0.04255127,0.08178874,0.100564204
ADAM21|8747,0.021292156,0.02647087,0.022228586,0.008238416,0.0065923817,0.021922326,0.018417608,0.02086684,0.013976512,0.010247154
ADAM22|53616,0.023879856,0.032202728,0.030433217,0.0,0.012491286,0.046195384,0.03544837,0.03200192,0.050129436,0.019590609
ADAM23|8745,0.035975847,0.03498947,0.061393574,0.060307615,4.6372608e-07,0.06231702,0.022372788,0.14273216,0.05957324,0.1017581
ADAM28|10863,0.06784084,0.054318525,0.043302577,0.029137958,0.019822095,0.08807068,0.037277296,0.03836678,0.06010821,0.06850117
ADAM32|203102,0.01871324,0.006424799,0.031235898,0.0075113107,0.0033363863,0.043927614,0.019646067,0.03533772,0.015212269,0.024307065
ADAM33|80332,0.04856939,0.042714242,0.034244843,0.02530716,0.023832556,0.030989908,0.035466686,0.0067035346,0.054443885,0.048843328
