X..155060,0.050333038,0.016743723,0.048893485,0.026611919,0.05089151,0.044057723,0.06678127,0.035685953,0.039987776,0.050394613
X..340602,0.017342692,0.0,0.009412437,0.0,0.0,0.0067552826,0.010540046,4.5458513e-05,2.2002997e-34,0.0073450906
X..553137,0.037336446,0.054748945,0.018892428,0.025419911,0.09574999,0.020693976,0.056881614,0.02770187,0.013068215,0.04505206
X..652919,0.008801544,0.013204979,0.019412465,1.6828697e-15,0.015885493,0.006461007,1.4534221e-21,0.010319643,1.1553078e-12,0.0
X..90288,0.015640056,0.03256391,0.030668857,0.008273003,0.030390102,0.046858367,0.023734622,0.027426168,0.05259929,0.04820906
A1BG.1,0.037922077,0.0721415,0.07913969,0.040804822,0.19187531,0.09620398,0.10598441,0.07070731,0.11196705,0.09310999
A1CF.29974,0.045469716,0.03732739,0.060524154,0.029386047,0.12210365,0.08839946,0.079516195,0.052583087,0.06078688,0.064201176
A2M.2,0.070148684,0.08882122,0.089427255,0.061362334,0.15368578,0.08448498,0.106316864,0.10417369,0.111043856,0.108038366
A4GNT.51146,0.009875485,0.032653596,0.00984567,0.026702134,0.0,0.0,0.02521312,0.013767138,0.0,0.0
AAA1.404744,0.010693238,0.0,0.023378307,0.0,0.012139855,8.610609e-17,0.045218553,0.00048738348,1.702041e-22,0.002216269
AACSL.729522,0.013764945,6.5271406e-25,0.0056965165,1.0720165e-05,0.0,6.453488e-36,0.018750269,0.002867107,2.0657764e-05,0.0050694994
AADAC.13,0.03773014,0.06535703,0.074949436,0.03022942,0.15075324,0.11094806,0.06439295,0.05602737,0.076451875,0.08138388
AADAT.51166,0.014271507,0.078844346,0.030607734,0.0068559675,0.12157453,0.055112276,0.014991189,0.04270729,0.04360269,0.03045533
AASS.10157,0.028480351,0.06724318,0.05335175,0.014352277,0.12941302,0.092788026,0.027371658,0.049532827,0.06552248,0.050786786
AATK.9625,0.037001517,0.049615495,0.033461522,0.043725822,0.035682715,0.010689339,0.048613947,0.046164177,0.022027176,0.030597843
ABAT.18,0.04252972,0.08324098,0.06753876,0.030270347,0.1640596,0.093823716,0.064044625,0.06806484,0.08690902,0.07120051
ABCA10.10349,0.018102981,0.03381702,0.024650162,0.0324119,0.049168304,0.028873423,0.035539776,0.034277093,0.043157175,0.021323921
ABCA12.26154,0.027237052,0.019228164,0.0,0.00034400486,0.0,0.0,0.0,0.010068756,0.0,3.8597393e-11
ABCA13.154664,0.019832334,0.0063152625,0.01618205,0.008054261,0.03537589,0.010161694,0.006922934,0.020488413,0.01758996,0.006732341
ABCA17P.650655,0.017115738,0.00037848772,0.011189327,0.014179123,0.007343823,0.008367867,0.022194933,0.0069603976,0.012965727,0.014175348
ABCA3.21,0.049829267,0.058324028,0.044807676,0.0367791,0.032045428,0.039507978,0.050839584,0.04791903,0.0449342,0.050226856
ABCA4.24,0.022230744,0.0066451197,0.031115793,0.010261263,0.033295624,0.03972194,0.03223961,0.026402185,0.024259962,0.049295645
ABCA6.23460,0.02891399,0.05340432,0.058581144,0.02174673,0.1419885,0.09284403,0.035770226,0.056511674,0.068297915,0.062471535
ABCA8.10351,0.008763153,0.08181808,0.028426,0.014861448,0.10219926,0.07580058,0.013324681,0.059415136,0.062265888,0.041364335
ABCA9.10350,0.014090852,0.04939433,0.028240735,0.026478685,0.08762113,0.042898953,0.018532211,0.041996192,0.057876177,0.035977524
ABCB11.8647,8.729163e-06,0.056452423,0.034649123,0.0,0.1307935,0.08654317,0.021235237,0.029065406,0.066169634,0.05107402
ABCB1.5243,0.04845057,0.08896096,0.0499988,0.006431334,0.10700192,0.081575446,0.032116834,0.047832064,0.047435615,0.08459437
ABCB4.5244,0.031043366,0.057534184,0.064271025,0.007903091,0.13819318,0.09772023,0.05213606,0.05237861,0.090324,0.06374338
ABCB5.340273,0.023177717,0.0,0.016224844,0.00365173,0.0,0.0,0.020416724,0.023037283,0.00040931161,0.016738629
ABCC11.85320,0.01832074,0.011068583,0.03556301,0.01664179,0.096061535,0.043171473,0.027627472,0.034784257,0.04426346,0.031083867
ABCC1.4363,0.061895758,0.06820961,0.038889516,0.026779616,0.022284523,0.04428914,0.049906418,0.06445245,0.052323923,0.06521303
ABCC2.1244,0.044776637,0.053909153,0.064037085,0.024230417,0.1367702,0.09563064,0.07440038,0.0473788,0.057518937,0.08595835
ABCC4.10257,0.060167246,0.053799286,0.03687563,0.020797765,0.07589791,0.004647056,0.061670136,0.05652128,0.04484075,0.05191363
ABCC6P1.653190,0.034618787,0.045453504,0.05733038,0.030229675,0.10712303,0.06624781,0.050954044,0.03684433,0.058814153,0.050791327
ABCC8.6833,0.017961603,1.731795e-10,0.0137591995,0.027336614,1.9892578e-08,0.0074374094,0.020396518,0.014871123,0.009666188,0.0027080397
ABCC9.10060,0.02596,0.06794934,0.055090956,0.011435202,0.10628056,0.08561876,0.027654348,0.05909444,0.062356032,0.03592426
ABCD2.225,0.012191865,0.011010134,0.025820374,0.0055804243,9.385684e-06,0.018480588,0.010359544,0.029349897,0.019277867,0.015859148
ABCG1.9619,0.053830937,0.05497899,0.053015176,0.0340472,0.071079545,0.03856726,0.05535921,0.06042914,0.04596965,0.059758175
ABCG2.9429,0.018943744,0.08107893,0.047506496,0.0077673583,0.09251238,0.08967454,0.028069168,0.04689197,0.05592168,0.056628652
ABCG5.64240,0.026215611,0.038224,0.052465115,0.020726947,0.1464072,0.078056276,0.06194516,0.040450085,0.060274433,0.059936475
ABCG8.64241,0.02601742,0.029978113,0.050736222,0.012172099,0.15146251,0.091268614,0.058349345,0.04179452,0.06439327,0.061155975
ABHD12B.145447,0.005037998,0.009627449,0.022874676,0.0045231697,0.030762149,0.021379353,0.029358584,0.009294892,0.00055731356,1.8368662e-20
ABHD1.84696,0.006845982,0.04774637,0.0447945,0.0,0.06522423,0.07740809,0.015180026,0.016667334,0.020982726,0.015590282
ABI3BP.25890,0.02457177,0.05497716,0.02635877,0.018342502,0.03442174,0.0129173845,0.026551744,0.08150449,0.052527897,0.023508156
ABLIM2.84448,0.048974633,0.04583857,0.03158238,0.021378672,0.018314147,0.032902982,0.0338212,0.05136227,0.049011607,0.049312755
ABO.28,0.00095491495,0.013943963,0.007439795,0.011565904,0.019521093,0.007886536,0.001686782,0.023223516,0.0030880475,5.1433663e-06
ABP1.26,0.013563748,0.045600034,0.03739072,0.01000669,0.053525273,0.021531368,8.889573e-22,0.02976192,0.020489253,0.019904032
ACADL.33,0.008274232,0.075953156,0.0017488381,0.0,0.09154208,0.08203882,1.1871367e-06,0.034594696,0.06269928,0.029717268
ACADSB.36,0.042190403,0.081161276,0.06876959,0.03682223,0.14969334,0.09806241,0.08297074,0.07278381,0.0759806,0.06682597
ACAN.176,0.043446206,1.31194895e-08,0.042790666,0.00953445,1.8868585e-34,0.00034495024,0.024699904,0.06531676,0.012114599,0.040210556
ACAP1.9744,0.03375717,0.031954557,0.033474192,0.023395794,0.030626968,0.021948624,0.04375797,0.053269148,0.052881267,0.050163254
ACBD7.414149,0.028818889,0.014061346,0.035208773,0.005283732,0.039919317,0.02325708,0.042904496,0.02185876,0.010427671,0.02884292
ACCN2.41,0.044436276,0.028083328,0.03246571,0.004005365,6.3166915e-15,0.06254271,0.04959468,0.017846238,2.0638831e-06,0.047735076
ACCN3.9311,0.039429057,0.012968122,0.032200575,0.0081185885,0.020962654,0.031511698,0.029281922,0.02124692,0.017445,0.029271377
ACE2.59272,0.009912716,0.10119805,0.027363619,1.2469326e-05,0.05271831,0.06855061,0.0010125742,0.03406705,0.031279147,0.0026229208
ACER2.340485,0.021145498,0.043384396,0.031098029,0.011501243,0.039046515,0.035320636,0.0037199296,0.031368487,0.02007389,0.021149272
ACHE.43,0.047252942,0.023150647,0.028686205,0.02605406,0.041480158,0.013629818,0.031097649,0.054470487,0.036832433,0.05044805
ACMSD.130013,0.037752833,0.06758733,0.043770455,0.02949263,0.12401651,0.07477048,0.041348312,0.040124644,0.07843479,0.069342084
ACOT11.26027,0.034604743,0.043331314,0.022412501,0.014791834,0.039691843,0.0136338305,0.037200246,0.049062256,0.0013146002,0.0213553
ACOT12.134526,0.011153384,0.040556926,0.042316657,0.010835497,0.14016016,0.06794217,0.045063566,0.046919685,0.06895303,0.053331714
ACOX2.8309,0.027198857,0.0512577,0.06094905,0.027226515,0.14062919,0.09276854,0.07488257,0.059973817,0.07788853,0.06236536
ACP5.54,0.051766146,0.04643013,0.04137714,0.03673203,0.0720733,0.048073955,0.079995096,0.08139745,0.064974084,0.07009717
ACPP.55,0.021771912,0.02641459,1.0161125e-05,0.013465717,6.513226e-05,8.796543e-08,0.008797063,0.018996375,0.015208047,0.01473237
ACPT.93650,2.3292262e-08,0.0,0.01365683,0.022314265,0.0,0.011866473,0.054672603,2.8658506e-12,0.0,6.7930654e-05
ACR.49,0.003114596,0.029775659,0.015308746,5.275587e-37,0.037922084,0.03742961,0.013791874,0.007700319,0.009124208,0.008423255
ACSL1.2180,0.050199043,0.08341179,0.07874159,0.030032374,0.16902484,0.098299526,0.07024739,0.07834824,0.093517214,0.07711599
ACSL4.2182,0.08110345,0.01847927,0.08107826,0.04624496,0.10776946,0.0396747,0.11467672,0.073103726,0.07594818,0.08781224
ACSL5.51703,0.040594943,0.062542304,0.07089691,0.015342341,0.12460269,0.10716934,0.055713534,0.057347756,0.06767165,0.07983664
ACSL6.23305,0.0134271765,0.02217581,0.03273893,0.010892634,0.055597976,0.07863779,0.025876628,0.024805114,0.033058207,0.040419158
ACSM1.116285,0.036775805,0.02716497,0.041485928,0.02069238,0.100111425,0.06913668,0.023475716,0.025125014,0.06149965,0.058907885
ACSM2A.123876,0.023572046,0.07079783,0.061906334,0.017467445,0.16774637,0.10828378,0.05171495,0.052204575,0.08963854,0.07124867
ACSM2B.348158,0.03059023,0.064481206,0.061404943,0.019771744,0.16175498,0.11208076,0.058192033,0.048549663,0.08823326,0.07526859
ACSM3.6296,0.021461414,0.10652382,0.041187197,0.010850841,0.12068283,0.0887198,0.04014356,0.036226097,0.036271773,0.056320854
ACSM5.54988,0.017611548,0.07550994,0.03219766,0.0033768548,0.14326832,0.09384053,0.026747257,0.056647826,0.07694323,0.05381447
ACSS1.84532,0.059439655,0.064185515,0.0521142,0.026227256,0.058508247,0.025510717,0.07834752,0.06188755,0.051311262,0.05561028
ACSS3.79611,0.029031275,0.06750053,0.04219969,4.2964138e-19,0.1048947,0.08838358,0.050499536,0.048808753,0.061271355,0.069203906
ACTA1.58,0.01055451,2.6678993e-06,0.0116530545,0.01632401,4.0016124e-19,0.012260679,0.034390684,0.015235776,0.0024317082,0.016390376
ACTC1.70,0.0036187028,0.0038759771,0.0073374077,0.0009048292,0.0,0.0,0.0,0.03698836,0.014123741,0.008182278
ACTG2.72,0.04448561,0.005876165,0.062170982,0.011180067,0.037635293,0.041045517,0.046142627,0.04952074,0.045574278,0.05166389
ACTL8.81569,0.020998612,3.2820853e-33,0.008222797,0.0018755486,0.0,1.634136e-30,0.021801416,5.4271827e-09,0.01095127,0.03259495
ACTN2.88,0.021037027,0.014524197,0.051450666,0.014551443,4.441299e-12,0.10712675,0.014758997,0.027225375,0.00010943504,0.026876207
ACVR1C.130399,0.019198885,0.030239278,0.021792553,0.010434605,0.07263536,0.04786277,0.007503307,0.024345849,0.03275287,0.024819072
ACY3.91703,0.03125747,0.046363898,0.038800772,0.010783965,0.107552804,0.07699425,0.037985325,0.03771008,0.061426457,0.054359995
ADAM11.4185,0.030798225,0.014278293,0.016074814,0.015149814,0.019319614,0.024248447,0.05051278,0.023740977,0.0069513433,0.009663917
ADAM12.8038,0.047846425,0.030192178,0.023766568,0.019301208,0.0025564006,9.770437e-07,0.03661288,0.06073791,0.029322332,0.04414713
ADAM21.8747,0.01089036,0.0052847574,0.01805943,8.645155e-37,0.009471365,0.016953688,0.023394387,0.018977609,0.011809946,0.0072693783
ADAM22.53616,0.034600984,0.003570735,0.028476378,0.014119416,5.3427298e-06,0.0076604495,0.01263439,0.025847262,2.0078562e-06,0.014435268
ADAM23.8745,0.026718467,3.761832e-12,0.053746384,0.004933992,0.0022937134,0.0022947176,0.025002198,0.031023001,0.017778333,0.020283803
ADAM28.10863,0.04427846,0.057256985,0.012902796,0.017218681,1.3541035e-16,2.502498e-14,0.011616712,0.046291977,0.019264633,0.037080534
ADAM33.80332,0.0114929825,0.041582905,0.016939662,0.015490748,0.0032680037,0.0018059592,0.01906234,0.047237508,0.035771564,0.024288971
ADAM6.8755,0.045456428,0.09350128,0.040082555,0.046970632,0.060385514,0.059378307,0.07027922,0.11118462,0.08185082,0.07471562
ADAMDEC1.27299,0.03785464,0.0032449693,0.03395236,0.012722624,1.1140841e-28,1.4050129e-33,0.021335045,0.0351656,0.017630538,0.048531152
ADAMTS10.81794,0.050390627,0.06781911,0.030855969,0.024073131,0.03849685,0.044688806,0.039097734,0.058151416,0.03742803,0.058433104
ADAMTS12.81792,0.028349722,0.04932713,0.0172317,0.012991272,0.006253588,0.009014952,0.008681874,0.060826138,0.02828678,0.015538879
ADAMTS13.11093,0.024299659,0.09288842,0.021532375,0.030675028,0.0772292,0.04535979,0.0528849,0.050242342,0.0441676,0.03532847
ADAMTS14.140766,0.034395855,0.011983737,0.026016988,0.014121038,0.00090519636,0.014404242,0.042096782,0.04185984,0.022018654,0.04273578
ADAMTS15.170689,0.013938943,0.047869164,0.006837495,0.0059523014,0.0074122227,2.5912255e-05,2.2181647e-08,0.04166279,0.021826353,0.004884018
ADAMTS16.170690,0.03621617,0.019721625,0.023391895,0.023394791,0.035667993,0.0,0.057217695,0.02490488,0.014609844,0.008092208
ADAMTS17.170691,0.026470074,0.0008751504,0.04397607,0.0182868,0.09559417,0.02815217,0.049479555,0.05776445,0.06680021,0.024276236
ADAMTS18.170692,0.009424768,0.00034470198,0.0512008,0.0056348844,0.0008764783,0.0056682285,0.009379037,0.03273071,0.011623551,0.0017292612
ADAMTS1.9510,0.036468383,0.09089978,0.04711413,0.026614247,0.06886953,0.054821886,0.04288698,0.083620295,0.06353297,0.056874394
ADAMTS2.9509,0.029462643,0.082940444,0.011273917,0.021365795,0.0290083,0.014061648,0.021311114,0.090687975,0.05302002,0.031862915
ADAMTS3.9508,0.024696369,0.034322806,0.009882183,0.01666749,3.510502e-14,4.6663312e-11,0.020356067,0.04604314,0.024919175,0.022016851
ADAMTS6.11174,0.03194183,0.022696557,0.025567407,0.008203143,0.015965829,0.004645335,0.03898767,0.039136637,0.011810854,0.03192227
ADAMTSL1.92949,0.016304392,0.05796174,0.030304983,0.016662583,0.016172964,0.040790822,0.021562604,0.05966471,0.047964297,0.033480078
ADAMTSL2.9719,0.037506104,0.103304975,0.022552745,0.046288602,0.06502862,0.03787948,0.0395056,0.09110547,0.061001007,0.035981122
ADAMTSL3.57188,0.03219914,0.0789863,0.027573496,0.035370447,0.09053794,0.06596956,0.016546283,0.059324432,0.04562685,0.037347876
ADAMTSL5.339366,0.049268026,0.03806251,0.022055142,0.0054655666,0.08051152,0.027079433,0.013342272,0.04125501,0.018328477,0.05783535
ADAP1.11033,0.049227852,0.06631169,0.02181533,0.036337618,0.03748395,0.019718217,0.062004592,0.05961527,0.030102061,0.036061995
ADARB2.105,0.0053816913,0.04003435,0.011494091,0.011741541,1.4520152e-12,0.0,0.011613878,0.008977574,0.008389495,5.283321e-18
ADCY10.55811,0.0070421547,0.036291108,0.025997527,0.011927155,0.0640971,0.05279513,0.032679345,0.021747863,0.02388693,0.044025436
ADCY1.107,0.018507088,0.062015466,0.037124664,0.019691825,0.085008614,0.05361313,0.03857635,0.058402024,0.06272083,0.018183473
ADCY5.111,0.027684798,0.07986395,0.016419264,0.02533264,0.027055081,0.0073837163,0.032074813,0.06735553,0.033181064,0.016295534
ADCY8.114,1.4582013e-11,0.04093364,3.825798e-10,0.0,0.0,0.042950496,0.0,2.868212e-12,1.1525172e-30,0.012612512
ADCYAP1.116,0.0,0.023740606,0.013441966,0.0036633674,5.3181143e-10,0.021808079,0.0008480305,0.039230663,0.018058114,0.0020314995
ADD2.119,0.010254086,0.01869797,0.018912744,0.011473359,1.513947e-31,0.0015293808,0.014647886,0.033468343,0.016787913,0.021092014
ADH1A.124,0.030463712,0.07109458,0.06784625,0.037420373,0.17540264,0.09704854,0.077142306,0.0658009,0.10146926,0.07590228
ADH1B.125,0.030373486,0.10743045,0.08024396,0.019945368,0.17472632,0.14271285,0.046742328,0.077549726,0.10967287,0.084901005
ADH1C.126,0.027212396,0.10536758,0.023592848,0.02988348,0.13911001,0.11002555,0.016887667,0.06804723,0.11013104,0.08167366
ADH4.127,0.009873497,0.10816012,0.065296836,0.0027757597,0.1714703,0.119873196,0.036616813,0.05525441,0.10608796,0.062859
ADH6.130,0.036174532,0.08078651,0.06798465,0.01890299,0.15174599,0.11301583,0.07121093,0.05039656,0.06860925,0.07800272
ADH7.131,4.148405e-38,0.011460765,0.014193363,0.0,0.031058818,0.022762094,0.0002740126,0.006986725,0.0072031207,3.798998e-22
ADHFE1.137872,0.025389537,0.065299526,0.0495367,0.014031478,0.11102075,0.077770956,0.058787435,0.043450285,0.06521291,0.058206353
