?|100133144,1.544157,0.040395264,0.58030826,0.803738,0.07738739,2.6046705,1.6027822,4.561046,0.74905723,0.6332695
?|155060,0.3047564,0.106020026,1.6014155,0.3594331,0.93036795,2.210246,0.40884516,1.8919449,1.7766752,2.6445782
?|553137,2.452502,0.40834436,0.059916187,0.27326775,0.16720352,3.2049458,1.8335994,0.7514557,1.2970034,2.0419276
?|652919,2.871378,1.2264622,1.9408574,1.7397186,0.07689011,1.3624839,0.97536266,0.7545179,0.73389816,0.18553601
?|653553,0.2634994,1.3446199,1.4300951,0.72539216,1.8134986,0.5738989,0.87507373,1.5878929,1.051241,1.5139945
?|90288,1.420705,1.4077319,0.47397852,0.3924919,0.5631082,1.2712138,0.44473252,1.2477611,1.5550972,1.2598138
A1BG|1,1.2394022,0.17952812,1.1129009,0.0354624,3.2504413,2.5608923,1.9113337,1.2094612,1.9922323,1.7973511
A1CF|29974,1.6623473,0.6845674,1.0806253,1.3308183,0.027240448,0.7756594,1.3042667,1.9098034,2.053177,0.78936666
A2BP1|54715,1.7780387,1.5340775,0.96340734,0.17135586,1.196118,1.3396966,2.0799606,0.016878193,0.60981363,1.4378468
A2LD1|87769,1.4281399,1.0033841,1.1993155,0.41791257,0.10214137,1.0170137,1.5046746,1.4247943,1.1679468,0.086442314
A4GNT|51146,1.5061047,0.32243326,0.7490948,0.5452339,0.5372313,1.33437,0.13661931,1.3355352,1.5212789,1.6819026
AACSL|729522,1.1970851,0.8022471,1.0411613,1.061882,0.024293872,0.5423509,1.1943414,0.87815374,2.1202817,2.0657358
AATK|9625,0.38435477,0.067320235,0.54635084,0.2670761,1.6076037,2.2922444,0.78949517,1.4527555,3.0680737,1.0077473
ABAT|18,1.8221458,1.6844419,1.3176302,0.06994266,0.19368951,0.91852826,1.2925847,1.0459844,1.0118577,1.2137991
ABCA10|10349,1.1443565,0.042756114,1.0367686,0.27832574,1.321826,1.9590113,0.23572311,1.7224857,1.6562645,1.989478
ABCA12|26154,1.0345023,0.69748056,0.8657946,1.9869707,0.9896518,0.85419154,1.2952542,1.6256487,1.714195,1.8906754
ABCA13|154664,1.9044937,1.3047588,0.3418813,0.39760873,1.6201241,2.2540896,1.99999,0.018206317,0.19277489,1.5384475
ABCA17P|650655,0.8100394,0.18630898,0.23186627,1.5039914,2.2568333,1.6485271,0.7422867,0.5994973,1.6117285,1.8138899
ABCA4|24,0.83813065,0.61196154,1.0090514,0.056607597,1.3659095,2.247834,1.7597269,0.02019913,0.85098493,1.1959639
ABCA6|23460,0.9005875,1.7595986,0.56138116,0.031119114,3.242799,0.9306368,2.4131863,0.09522374,1.0039655,2.5664778
ABCA7|10347,1.6296073,1.7242274,1.5969821,0.080523245,1.9764032,0.9128944,0.8344372,1.1548946,0.12438722,2.3881407
ABCA8|10351,1.4828333,0.51540005,1.8771502,0.031719606,0.65723825,2.0242755,1.2457181,0.2309913,2.0861204,1.423945
ABCA9|10350,1.6313715,0.46883917,1.6605277,0.047748793,1.7017947,1.6562016,1.3872539,0.5510217,1.5533472,1.790739
ABCB1|5243,2.2741027,1.4678915,0.97017145,0.35151267,0.68922865,0.86033744,1.3076806,1.5718616,1.4921073,0.8813371
ABCB4|5244,1.104946,0.666083,1.02859,1.4988371,0.64650995,0.5012874,0.9139022,1.6821421,1.7384449,0.8158268
ABCB5|340273,1.1389096,2.224831,1.5939239,1.0529392,0.9384416,0.31901222,0.82573575,0.6377716,0.66249156,0.9654576
ABCC11|85320,2.1662114,1.5292141,0.9665689,0.7273597,0.05389651,0.08815186,1.3966466,1.6460947,0.62651753,2.1022406
ABCC2|1244,1.05995,1.0566332,0.99797213,1.0847036,0.2181422,0.44837272,1.4540713,2.0260391,1.6042416,0.913489
ABCC3|8714,0.8921327,0.60711795,0.30404067,0.72755253,1.164367,1.3071299,1.0432469,1.2075232,1.431262,1.1769043
ABCC6P1|653190,1.1471924,1.0893946,0.4831908,0.828842,0.7913124,0.5401505,0.91312104,1.007808,1.2730652,1.2141666
ABCC6P2|730013,1.3037645,1.2712904,0.68876666,1.1424206,0.583949,0.6694651,0.93177545,1.3595488,1.1645182,1.2588828
ABCC6|368,1.3356627,1.177581,0.37422648,1.1426963,0.5708934,0.29388472,0.93018335,1.0275282,1.4858595,1.4961969
ABCC8|6833,1.7561429,1.4979409,1.2349302,0.17712422,0.9337134,1.4458297,1.1030774,0.26606005,1.8558075,1.1488787
ABCD2|225,1.4539648,0.55916035,0.34414607,1.7355201,1.6726347,0.08149471,1.1860849,1.739058,3.1705148,0.3327151
ABCG2|9429,1.2927096,0.20660675,0.47997913,0.80132866,0.26239717,1.953111,0.7836633,0.7680706,3.2158227,1.0054588
ABCG8|64241,2.3499131,1.0831292,0.75715536,0.18408376,0.3024397,1.753154,1.1693794,0.12942587,0.07499397,1.5492998
ABHD1|84696,1.4298853,0.8346079,1.1813838,0.80979586,0.07767402,1.788192,0.6227476,1.5070257,2.0742579,1.3368859
ABI3BP|25890,1.0614429,0.16432416,0.50345623,1.3089015,1.3598,1.6828495,1.7178632,1.0088112,1.7124747,1.26381
ABLIM3|22885,0.8882441,0.76894206,1.0997161,0.8173835,0.5764031,0.44069204,0.18654375,2.8814201,4.179963,1.7234486
ABO|28,1.8649182,0.80493665,1.6560102,0.9423572,0.08392173,1.7043675,1.6792407,0.8540248,1.5436949,2.1408288
ABP1|26,3.845904,0.18189701,0.08572018,0.18721294,1.0887893,1.3973978,1.9860641,2.749088,3.1792083,0.22054677
ABTB2|25841,2.2546806,1.7827766,1.4141197,0.73431325,0.788915,0.5660303,3.0175881,0.79084414,0.108297266,1.3689176
ACAD11|84129,1.1739957,0.6276211,0.7380843,0.6100247,0.6528507,1.2196048,0.8951406,1.6446893,1.8750755,1.075081
ACADL|33,1.7560204,1.0569996,1.0647789,0.26561216,0.06414184,1.8715352,1.014557,0.76859254,1.1062099,1.2321839
ACAN|176,0.48623616,0.3367877,0.17043747,0.54539126,1.7227477,1.5873076,1.4901555,0.9954013,3.2590482,1.3040172
ACAP1|9744,0.4254042,0.56959003,0.48104993,0.90844524,4.9089475,0.2580477,0.19871591,1.7278881,3.518568,2.871109
ACCN1|40,1.0099025,0.92881835,1.0178467,0.29023013,2.9750733,1.720036,2.9367065,0.050144903,0.7761526,1.5369657
ACCN2|41,0.739157,1.2744985,1.4681898,1.03611,1.6043065,1.3537381,1.7714243,0.017500555,0.42675337,1.1511716
ACCN3|9311,0.41997248,0.59770113,1.5593724,0.9177804,1.2013335,1.1192416,0.032655947,2.462642,1.5596175,2.8500872
ACE2|59272,1.5536584,1.2192831,1.1033207,0.68664753,0.40749678,1.1066531,0.9897872,1.473207,1.8308121,1.3712484
ACER2|340485,2.320909,0.962629,0.25206134,1.9745713,0.15867245,2.6135468,0.86188704,0.15619859,2.3134441,0.8091889
ACE|1636,1.3850859,0.22584412,0.58270204,1.0532019,0.58569056,1.7049326,0.14609917,2.4899218,2.7806358,0.13947654
ACHE|43,0.7066276,0.59755856,1.1113077,1.030263,1.451506,0.8804191,1.688919,1.1208746,1.1582772,1.3636767
ACMSD|130013,1.3649727,0.9241273,0.6872547,0.9005625,0.17071688,0.7296768,0.8656252,1.244821,1.9539273,1.8875582
