?|100133144,2.0189974,0.80013037,1.9535975,1.5155901,0.074608095,1.6643783,2.4949095,1.160661,0.5492084,0.33232513
?|553137,1.5597169,0.24887861,2.551175,2.3391056,0.46426794,0.12491909,1.5624769,0.82194364,0.8078423,1.839803
?|57714,1.3920441,1.5590967,0.68417877,2.3024693,0.1425207,2.2067287,1.0531261,1.7561593,0.28653133,0.27865192
?|652919,1.3313707,1.5975897,1.5822787,1.8703412,0.5877256,1.6502485,1.3465153,1.3829808,1.3483033,0.012398998
?|653553,0.7601911,0.723712,0.83548623,1.4996462,1.639381,0.13198441,3.4301107,2.5012178,0.14892174,2.512561
?|729884,1.6653385,0.36903387,0.35689482,1.4125429,1.7888638,0.79127353,1.3236884,0.9717,0.9334559,0.5312066
?|90288,0.59583163,2.3092065,1.0373293,0.09439903,0.927431,0.1644609,2.8271832,2.028225,0.9564545,1.135984
A1BG|1,0.5982769,1.862706,1.4262061,0.3198623,1.0386354,0.0895812,1.9887754,2.3268952,0.89999676,2.6778665
A2ML1|144568,2.823958,0.010166077,1.7601185,2.8564792,1.3198711,1.9772166,0.09912797,1.0067682,1.5595198,2.35192
AACSL|729522,2.0874343,0.01200179,1.3460556,1.8076082,0.9873682,0.79406714,0.69918245,1.2622045,0.48024368,1.8512375
AADAC|13,0.939388,0.020780873,1.750839,1.3191911,2.4027054,2.2520802,0.27445635,0.13590293,1.03858,0.55008936
AADAT|51166,2.3119183,0.070991695,2.1956286,2.9004865,1.7542294,2.3483663,0.12476737,0.82171434,0.89370304,1.566273
AASS|10157,0.5343952,2.2519438,2.0028996,0.19261736,1.9248455,2.6084597,0.8921213,0.5202773,1.7210102,0.42253003
AATK|9625,0.48565948,3.730919,2.0809937,0.10991416,0.40104792,0.088192895,1.385693,2.7414954,1.2026744,3.1752048
ABAT|18,0.35914877,2.7921917,0.46201026,0.6043932,1.6115189,1.1249995,3.3273785,1.6809521,0.8852059,0.13259223
ABCA10|10349,0.037256423,1.4845011,2.000957,0.30264404,1.9227877,2.7589164,1.1848774,0.65054804,1.4662054,1.2884532
ABCA12|26154,0.5231332,0.6631233,0.24714957,1.6353813,1.6807361,1.053203,2.6034672,2.1571407,0.62884295,0.2093929
ABCA13|154664,2.001903,0.38094887,1.554273,1.1036298,0.9675969,1.6781399,0.023120651,0.74449813,1.3728311,1.6301626
ABCA17P|650655,1.9066284,1.3191473,1.3475547,0.46270657,0.6727372,0.04023374,1.2791525,1.4382174,0.8047083,2.6045394
